indexedLabel,PF_1,PF_2,PF_3,PF_4,PF_5,NF_1,NF_2,NF_3,NF_4,NF_5,PFW_1,PFW_2,PFW_3,PFW_4,PFW_5,NFW_1,NFW_2,NFW_3,NFW_4,NFW_5
1.0,MIM-NumEditEvent_-inf_1.0 * HM-NumOfAuthors_4.0_inf,MIM-NumEditEvent_-inf_1.0 * MIM-NumMultiTasks_1.0_2.5,CM-CountStmtExe_25.0_54.0 * CM-SumCyclomatic_61.0_inf,CM-CountStmtExe_25.0_54.0 * CM-SumCyclomaticModified_60.0_inf,CM-CountStmtExe_25.0_54.0 * CM-SumCyclomaticStrict_67.0_inf,MIM-NumSelectionEvent_4.0_9.0 * CM-SumCyclomaticStrict_67.0_inf,CM-AvgEssential_1.0_inf * CM-AvgLineBlank_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,CM-AvgEssential_1.0_inf,CM-AvgEssential_1.0_inf * CM-AvgLineComment_0.0_inf,1.3065095,1.4936248,1.8381224,1.8381224,1.8381224,-0.54606974,-0.52562517,-0.52562517,-0.52562517,-0.52562517
1.0,MIM-NumEditEvent_-inf_1.0 * CM-AvgLine_0.833333_2.4,MIM-HourPerBrowsing_0.127407_0.832083 * MIM-NumEditEvent_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * MIM-NumMultiTasks_1.0_2.5,MIM-NumEditEvent_-inf_1.0 * CM-MaxInheritanceTree_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * CM-CountClassBase_-inf_1.0,CM-MaxCyclomaticModified_2.0_3.0 * HM-Age_174.0_inf,MIM-NumParallelEdit_5.125_8.297872 * CM-MaxCyclomaticModified_2.0_3.0,MIM-RatioCodeUnderstandingEffort_0.777555_0.808528 * HM-MaxOfRemovedLines_-inf_2.0,CM-AvgEssential_1.0_inf * CM-CountDeclMethodDefault_0.0_inf,MIM-NumRareEdit_0.0_inf * CM-AvgEssential_1.0_inf,1.2776289,1.3289411,1.4936248,2.0987563,2.0987563,-0.7721947,-0.693062,-0.5590273,-0.52562517,-0.52562517
1.0,MIM-NumEditEvent_-inf_1.0 * CM-CountLineBlank_9.0_17.0,MIM-NumEditEvent_-inf_1.0 * CM-CountLineComment_27.0_49.0,MIM-NumEditEvent_-inf_1.0 * MIM-NumInterruptions_-inf_5.0,MIM-NumEditEvent_-inf_1.0 * MIM-NumParallelBrws_57.4_inf,MIM-NumInterruptions_-inf_5.0 * MIM-NumRepeatedBrws_12.75_17.0,MIM-NumEditEvent_-inf_1.0 * HM-SumOfAddedLines_36.0_101.0,MIM-TimeSpentAfterEdit_0.356111_12.494553 * CM-MaxCyclomatic_4.0_6.0,CM-MaxCyclomaticStrict_4.0_7.0 * CM-RatioCommentToCode_0.52_0.87,MIM-TimeSpentAfterEdit_0.356111_12.494553 * HM-SumOfAddedLines_36.0_101.0,MIM-NumParallelBrws_57.4_inf * HM-SumOfCodeChurn_24.0_98.0,0.9378758,0.9383647,1.015183,1.0152882,1.276291,-0.90666556,-0.6166543,-0.5916304,-0.550635,-0.5319544
1.0,MIM-NumEditEvent_-inf_1.0 * MIM-RatioCodeUnderstandingEffort_0.736489_0.777555,MIM-NumEditEvent_-inf_1.0 * CM-AvgLine_0.833333_2.4,MIM-NumEditEvent_-inf_1.0 * HM-NumOfAuthors_4.0_inf,MIM-HourPerBrowsing_0.127407_0.832083 * MIM-NumEditEvent_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * MIM-NumMultiTasks_1.0_2.5,CM-CountSemicolon_149.0_inf * CM-SumCyclomaticStrict_30.0_67.0,CM-CountStmtExe_109.0_inf * CM-SumCyclomaticStrict_30.0_67.0,MIM-NumParallelBrws_57.4_inf * CM-RatioCommentToCode_0.19_0.32,MIM-NumSelectionEvent_4.0_9.0 * CM-CountLineCodeExe_124.0_inf,CM-RatioCommentToCode_0.19_0.32 * HM-Age_174.0_inf,1.206301,1.2776289,1.3065095,1.3289411,1.4936248,-0.6813225,-0.6245114,-0.58501154,-0.5755428,-0.5738752
1.0,CM-CountLineCodeExe_9.0_28.0 * CM-SumCyclomaticModified_28.0_60.0,MIM-NumEditEvent_-inf_1.0 * MIM-NumMultiTasks_1.0_2.5,CM-CountStmtExe_8.0_25.0 * CM-SumCyclomaticModified_28.0_60.0,CM-CountStmtExe_8.0_25.0 * CM-SumCyclomatic_28.0_61.0,MIM-NumEditEvent_-inf_1.0 * HM-Age_115.0_174.0,CM-SumCyclomaticStrict_30.0_67.0 * HM-#ofBugFixing_4.0_9.0,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,CM-AvgEssential_1.0_inf * CM-AvgEssential_1.0_inf,MIM-NumRareEdit_0.0_inf * CM-AvgEssential_1.0_inf,CM-AvgEssential_1.0_inf * CM-CountClassDerived_0.0_inf,1.2614284,1.4936248,1.5037595,1.5037595,1.847917,-0.5378389,-0.52562517,-0.52562517,-0.52562517,-0.52562517
1.0,MIM-NumEditingDevelopers_-inf_1.0 * CM-AvgLine_0.833333_2.4,MIM-NumEditEvent_-inf_1.0 * MIM-NumInterruptions_-inf_5.0,MIM-NumEditEvent_-inf_1.0 * CM-AvgLineCode_0.75_2.153846,MIM-NumEditEvent_-inf_1.0 * CM-AvgLine_0.833333_2.4,MIM-NumEditEvent_-inf_1.0 * CM-CountClassCoupled_3.0_5.0,CM-MaxCyclomaticModified_3.0_6.0 * CM-CountLineComment_97.0_inf,MIM-TimeSpent_135.032431_286.316254 * MIM-NumEditingDevelopers_-inf_1.0,MIM-TimeSpentAfterEdit_208.429696_inf * MIM-NumSelectionEvent_-inf_4.0,CM-MaxCyclomaticStrict_4.0_7.0 * CM-CountLineComment_97.0_inf,MIM-TimeSpent_135.032431_286.316254 * CM-CountLineComment_97.0_inf,0.9250412,1.015183,1.1414396,1.2776289,1.3487219,-0.6780577,-0.64943635,-0.6260926,-0.56718796,-0.53097606
0.0,MIM-NumParallelBrws_18.294118_25.75 * HM-MaxOfAddedLines_40.0_99.0,MIM-TimeSinceLastTask_-inf_1008.498889 * MIM-RatioCodeUnderstandingEffort_-inf_0.736489,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-MaxCyclomaticStrict_7.0_12.0,CM-CountLineBlank_-inf_9.0 * HM-SumOfRemovedLines_60.0_178.0,CM-CountLineBlank_-inf_9.0 * CM-CountLineCode_76.0_140.0,CM-CountStmt_27.0_57.0 * HM-MaxCodeChurn_63.0_inf,CM-CountSemicolon_20.0_43.0 * HM-MaxCodeChurn_63.0_inf,CM-CountStmtDecl_17.0_31.0 * HM-MaxCodeChurn_63.0_inf,CM-CountLineCodeDecl_17.0_32.0 * HM-MaxCodeChurn_63.0_inf,CM-CountLine_71.0_128.0 * HM-MaxCodeChurn_63.0_inf,0.6613672,0.6999592,0.71367115,0.75312304,0.7808925,-1.1170237,-0.9844925,-0.90509,-0.8237989,-0.78607726
0.0,CM-AvgCyclomatic_2.0_inf * CM-RatioCommentToCode_0.87_inf,HM-#ofBugFixing_9.0_18.0 * HM-WeightedAge_-inf_24.299999,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-CountDeclMethod_9.0_inf,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * CM-MaxCyclomaticStrict_7.0_12.0,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-MaxCyclomaticStrict_7.0_12.0,MIM-MaxTimeIntervalBrwsEdit_2212.473333_inf * HM-WeightedAge_-inf_24.299999,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-WeightedAge_-inf_24.299999,MIM-AvgTimeIntervalBrwsEdit_219.164218_inf * HM-WeightedAge_-inf_24.299999,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * HM-AvgOfAddedLines_12.0_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-AvgOfCodeChurn_4.625_inf,0.53042793,0.5354884,0.56400794,0.58596283,0.71367115,-0.8744193,-0.85480016,-0.8482619,-0.7280179,-0.7223674
1.0,MIM-NumEditingDevelopers_-inf_1.0 * HM-AvgOfAddedLines_3.0_6.0,MIM-NumEditingDevelopers_-inf_1.0 * HM-MaxCodeChurn_8.0_24.0,MIM-NumEditingDevelopers_-inf_1.0 * HM-AvgOfRemovedLines_3.0_7.0,CM-CountLineCodeDecl_32.0_53.0 * CM-CountStmtDecl_17.0_31.0,MIM-NumEditingDevelopers_-inf_1.0 * MIM-NumSelectionEvent_19.0_54.0,MIM-NumEditEvent_36.0_inf * MIM-NumEditingDevelopers_-inf_1.0,MIM-NumEditEvent_36.0_inf * MIM-TimeSinceLastTask_6276.868794_10044.14389,CM-AvgEssential_1.0_inf * CM-AvgLineBlank_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,CM-AvgEssential_1.0_inf,0.84027433,0.8474608,0.9207404,1.0084693,2.1598356,-0.8105582,-0.61692804,-0.52562517,-0.52562517,-0.52562517
1.0,MIM-RatioCodeUnderstandingEffort_0.777555_0.808528 * HM-AvgOfAddedLines_3.0_6.0,MIM-TimeSpentAfterEdit_208.429696_inf * CM-MaxCyclomaticStrict_4.0_7.0,MIM-HourPerEditing_0.166944_4.678773 * CM-CountDeclMethodPublic_-inf_1.0,MIM-NumMultiTasks_7.5_inf * CM-CountDeclMethodPublic_-inf_1.0,MIM-RatioCodeUnderstandingEffort_0.777555_0.808528 * CM-CountDeclMethodPublic_-inf_1.0,CM-CountLineCodeExe_61.0_124.0 * CM-CountDeclMethodPublic_-inf_1.0,CM-CountStmtExe_54.0_109.0 * CM-CountDeclMethodPublic_-inf_1.0,CM-CountLineCodeExe_61.0_124.0 * HM-MaxCodeChurn_2.0_8.0,CM-CountLineCode_140.0_266.0 * CM-CountDeclMethodPublic_-inf_1.0,CM-SumEssential_18.0_38.0 * HM-WeightedAge_56.753769_87.35714,0.6667201,0.67508185,0.80219775,0.8173214,0.97178555,-0.85283077,-0.7106179,-0.6954831,-0.63690215,-0.58511937
0.0,CM-RatioCommentToCode_-inf_0.19 * HM-#OfRevision_18.0_34.0,MIM-TimeSinceLastTask_-inf_1008.498889 * CM-RatioCommentToCode_-inf_0.19,CM-CountLineCodeDecl_32.0_53.0 * CM-AvgLine_2.4_inf,MIM-NumRepeatedBrws_10.35_12.75 * CM-CountSemicolon_43.0_80.0,MIM-NumMultiTasks_7.5_inf * MIM-RatioCodeUnderstandingEffort_0.861619_inf,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * HM-AvgOfAddedLines_12.0_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-AvgOfAddedLines_12.0_inf,MIM-NumInterruptions_5.0_8.636364 * CM-CountDeclMethodAll_-inf_2.0,MIM-NumEditEvent_8.0_36.0 * MIM-TimeSpentAfterEdit_208.429696_inf,MIM-NumParallelEdit_11.033898_15.306122 * HM-AvgOfAddedLines_12.0_inf,0.5699214,0.5847342,0.59497046,0.6078882,0.8219423,-0.7280179,-0.622566,-0.60188514,-0.57513386,-0.56517005
0.0,CM-AvgLineCode_0.75_2.153846 * HM-#ofBugFixing_18.0_39.0,MIM-TimeSinceLastTask_-inf_1008.498889 * CM-CountLineComment_27.0_49.0,CM-AvgLine_0.833333_2.4 * HM-#ofBugFixing_18.0_39.0,HM-MaxOfAddedLines_16.0_40.0 * HM-MaxOfRemovedLines_73.0_inf,MIM-NumMultiTasks_7.5_inf * MIM-RatioCodeUnderstandingEffort_0.861619_inf,CM-CountDeclInstanceMethod_-inf_1.0 * CM-CountDeclMethod_4.0_9.0,CM-CountClassCoupled_3.0_5.0 * CM-CountDeclInstanceMethod_-inf_1.0,CM-MaxCyclomaticStrict_4.0_7.0 * CM-RatioCommentToCode_0.52_0.87,MIM-HourPerEditing_-inf_0.011142 * HM-SumOfRemovedLines_60.0_178.0,MIM-RatioCodeUnderstandingEffort_0.861619_inf * CM-CountDeclInstanceMethod_-inf_1.0,0.61886907,0.6207305,0.6712387,0.7201788,0.8219423,-0.76522744,-0.66104925,-0.5916304,-0.5791893,-0.5723124
0.0,CM-CountLineComment_-inf_16.0 * HM-AvgOfRemovedLines_7.0_inf,MIM-TimeSpentBeforeEdit_102.162073_inf * CM-CountLineBlank_-inf_9.0,MIM-NumInterruptions_8.636364_11.705882 * MIM-AvgTimeIntervalBrwsBrws_0.373507_134.724028,CM-CountLineBlank_-inf_9.0 * HM-SumOfRemovedLines_60.0_178.0,MIM-TimeSpentAfterEdit_208.429696_inf * MIM-NumRepeatedEdit_9.072727_inf,HM-SumOfAddedLines_-inf_8.0 * HM-MaxOfRemovedLines_26.0_73.0,HM-SumOfAddedLines_-inf_8.0 * HM-AvgOfRemovedLines_7.0_inf,CM-CountLineComment_-inf_16.0 * HM-MaxOfRemovedLines_26.0_73.0,MIM-TimeSinceLastTask_6276.868794_10044.14389 * MIM-AvgTimeIntervalBrwsBrws_0.373507_134.724028,MIM-HourPerEditing_-inf_0.011142 * HM-SumOfRemovedLines_60.0_178.0,0.5193528,0.6067505,0.6134124,0.75312304,0.772493,-3.0597687,-1.6096671,-0.7175667,-0.6178558,-0.5791893
0.0,MIM-TimeSpent_39.396889_135.032431 * HM-#ofBugFixing_39.0_inf,CM-PercentLackOfCohesion_3.444444_inf * HM-#OfRevision_18.0_34.0,CM-CountDeclMethodAll_2.0_8.0 * HM-#OfRevision_18.0_34.0,CM-CountLineComment_-inf_16.0 * HM-#OfRevision_18.0_34.0,CM-MaxCyclomaticModified_2.0_3.0 * HM-Age_34.0_65.0,CM-AvgLine_0.833333_2.4 * CM-AvgLineCode_2.153846_inf,CM-RatioCommentToCode_0.19_0.32 * CM-MaxCyclomaticModified_2.0_3.0,MIM-NumRepeatedBrws_6.571429_10.35 * CM-MaxCyclomaticModified_2.0_3.0,MIM-NumInterruptions_5.0_8.636364 * CM-CountDeclMethodPublic_3.0_6.0,MIM-NumEditEvent_8.0_36.0 * MIM-TimeSpentAfterEdit_208.429696_inf,0.6488296,0.6663672,0.6679738,0.6754679,0.7562542,-0.8802707,-0.7568301,-0.6130655,-0.60630447,-0.57513386
0.0,MIM-TimeSinceLastTask_-inf_1008.498889 * CM-RatioCommentToCode_-inf_0.19,CM-CountLineCodeDecl_32.0_53.0 * CM-AvgLine_2.4_inf,MIM-NumRepeatedBrws_12.75_17.0 * CM-CountClassCoupled_1.0_3.0,MIM-TimeSpentAfterEdit_0.356111_12.494553 * MIM-NumInterruptions_8.636364_11.705882,MIM-MaxTimeIntervalBrwsEdit_2212.473333_inf * MIM-NumMultiTasks_2.5_3.982968,MIM-NumMultiTasks_2.5_3.982968 * CM-AvgLine_2.4_inf,MIM-NumMultiTasks_2.5_3.982968 * CM-AvgLineCode_2.153846_inf,MIM-NumParallelBrws_25.75_57.4 * MIM-TimeSinceLastTask_-inf_1008.498889,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * HM-AvgOfAddedLines_12.0_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-AvgOfCodeChurn_4.625_inf,0.5847342,0.59497046,0.61482227,0.7031816,0.7222165,-0.8369098,-0.769687,-0.76617444,-0.7280179,-0.7223674
0.0,MIM-NumMultiTasks_7.5_inf * CM-MaxCyclomatic_2.0_4.0,MIM-TimeSpentAfterEdit_208.429696_inf * CM-MaxCyclomaticModified_3.0_6.0,MIM-RatioCodeUnderstandingEffort_0.808528_0.861619 * CM-MaxCyclomatic_2.0_4.0,MIM-NumInterruptions_8.636364_11.705882 * CM-RatioCommentToCode_0.19_0.32,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-CountDeclMethod_9.0_inf,MIM-TimeSinceLastTask_6276.868794_10044.14389 * CM-AvgLine_0.375_0.833333,MIM-TimeSpent_286.316254_447.08958 * CM-PercentLackOfCohesion_3.444444_inf,CM-CountClassCoupled_3.0_5.0 * HM-NumOfAuthors_2.0_3.0,CM-AvgEssential_1.0_inf * CM-CountDeclMethodDefault_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,0.5054348,0.5092845,0.5126091,0.51823056,0.56400794,-0.6463058,-0.6121444,-0.5279355,-0.52562517,-0.52562517
0.0,CM-CountLineComment_-inf_16.0 * HM-SumOfRemovedLines_178.0_inf,CM-PercentLackOfCohesion_3.444444_inf * HM-#OfRevision_18.0_34.0,CM-CountLineComment_-inf_16.0 * HM-#OfRevision_18.0_34.0,MIM-NumMultiTasks_7.5_inf * MIM-RatioCodeUnderstandingEffort_0.861619_inf,CM-CountLineComment_-inf_16.0 * HM-MaxOfRemovedLines_73.0_inf,CM-CountLineCodeExe_9.0_28.0 * HM-MaxCodeChurn_63.0_inf,CM-CountStmtExe_8.0_25.0 * HM-MaxCodeChurn_63.0_inf,CM-CountLine_71.0_128.0 * HM-MaxCodeChurn_63.0_inf,CM-CountLineComment_-inf_16.0 * HM-MaxCodeChurn_63.0_inf,CM-SumEssential_10.0_18.0 * HM-#OfRevision_18.0_34.0,0.64918786,0.6663672,0.6754679,0.8219423,1.0299587,-1.3746922,-0.96747553,-0.78607726,-0.73476905,-0.6468128
0.0,MIM-NumParallelBrws_18.294118_25.75 * MIM-RatioCodeUnderstandingEffort_0.861619_inf,CM-CountLineBlank_-inf_9.0 * HM-#ofBugFixing_39.0_inf,MIM-TimeSpentBeforeEdit_102.162073_inf * CM-CountLineBlank_-inf_9.0,CM-CountLineComment_-inf_16.0 * HM-#OfRevision_18.0_34.0,MIM-TimeSpent_286.316254_447.08958 * HM-WeightedAge_125.5_inf,MIM-MaxTimeIntervalBrwsBrws_-inf_1.522778 * MIM-AvgTimeIntervalEditEdit_283.041687_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * MIM-AvgTimeIntervalBrwsBrws_-inf_0.373507,CM-AvgLineCode_2.153846_inf * HM-WeightedAge_125.5_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * MIM-AvgTimeIntervalBrwsEdit_-inf_0.253951,MIM-TimeSpent_286.316254_447.08958 * HM-NumOfAuthors_3.0_4.0,0.53198934,0.6047187,0.6067505,0.6754679,0.9219516,-0.8632494,-0.8632494,-0.7312969,-0.7101575,-0.60855114
0.0,MIM-NumRepeatedEdit_6.857143_9.072727 * HM-WeightedAge_87.35714_125.5,CM-CountLineBlank_48.0_inf * CM-CountLineComment_27.0_49.0,CM-CountLineCodeDecl_53.0_91.0 * HM-Age_34.0_65.0,MIM-NumRepeatedEdit_6.857143_9.072727 * CM-CountStmtDecl_52.0_91.0,CM-CountLineComment_27.0_49.0 * HM-SumOfCodeChurn_98.0_inf,MIM-NumEditEvent_3.0_8.0 * MIM-TimeSpentAfterEdit_72.001667_208.429696,MIM-NumInterruptions_11.705882_16.382353 * MIM-TimeSinceLastTask_6276.868794_10044.14389,MIM-TimeSinceLastTask_6276.868794_10044.14389 * HM-MaxOfAddedLines_99.0_inf,MIM-TimeSinceLastTask_6276.868794_10044.14389 * HM-AvgOfAddedLines_12.0_inf,MIM-NumRepeatedEdit_6.857143_9.072727 * HM-AvgOfAddedLines_12.0_inf,0.57533693,0.5793335,0.5974843,0.6198247,0.7745637,-0.7413288,-0.72145784,-0.70816267,-0.66585153,-0.6364422
1.0,MIM-NumParallelEdit_11.033898_15.306122 * CM-CountClassCoupled_1.0_3.0,MIM-NumRepeatedBrws_12.75_17.0 * CM-CountClassCoupled_1.0_3.0,MIM-NumParallelBrws_18.294118_25.75 * HM-MaxOfAddedLines_40.0_99.0,MIM-HourPerEditing_40.635845_inf * HM-AvgOfRemovedLines_3.0_7.0,MIM-HourPerEditing_40.635845_inf * HM-SumOfRemovedLines_60.0_178.0,MIM-NumSelectionEvent_54.0_inf * MIM-TimeSinceLastTask_6276.868794_10044.14389,MIM-NumEditEvent_36.0_inf * MIM-TimeSinceLastTask_6276.868794_10044.14389,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountClassDerived_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclMethodDefault_0.0_inf,0.60180414,0.61482227,0.6613672,0.7447445,0.8766672,-1.0435854,-0.61692804,-0.52562517,-0.52562517,-0.52562517
0.0,CM-CountSemicolon_149.0_inf * CM-SumCyclomatic_14.0_28.0,CM-CountSemicolon_149.0_inf * CM-SumCyclomaticModified_14.0_28.0,CM-CountLine_407.0_inf * CM-CountLineComment_16.0_27.0,CM-CountStmtExe_109.0_inf * CM-SumCyclomatic_14.0_28.0,CM-CountStmtExe_109.0_inf * CM-SumCyclomaticModified_14.0_28.0,MIM-NumRepeatedEdit_6.857143_9.072727 * HM-AvgOfCodeChurn_4.625_inf,CM-CountLineCode_266.0_inf * CM-SumCyclomaticStrict_15.0_30.0,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-AvgOfCodeChurn_4.625_inf,MIM-NumInterruptions_11.705882_16.382353 * MIM-TimeSinceLastTask_6276.868794_10044.14389,CM-CountLineCode_266.0_inf * CM-SumCyclomatic_14.0_28.0,1.1122473,1.1122473,1.1346933,1.3441716,1.3441716,-0.8727393,-0.7578147,-0.7223674,-0.72145784,-0.71828
0.0,MIM-HourPerBrowsing_16.002963_70.65785 * CM-CountLineComment_-inf_16.0,CM-CountLineBlank_27.0_48.0 * HM-Age_34.0_65.0,MIM-HourPerBrowsing_16.002963_70.65785 * HM-AvgOfAddedLines_1.0_3.0,CM-CountDeclFunction_25.0_inf * CM-CountLineComment_-inf_16.0,CM-CountDeclFunction_25.0_inf * CM-SumCyclomaticStrict_15.0_30.0,CM-CountDeclFunction_25.0_inf * HM-MaxOfAddedLines_4.0_16.0,CM-CountLine_128.0_220.0 * CM-CountDeclFunction_25.0_inf,MIM-NumParallelBrws_25.75_57.4 * MIM-TimeSinceLastTask_-inf_1008.498889,CM-CountDeclFunction_25.0_inf * CM-SumCyclomaticModified_14.0_28.0,CM-CountDeclFunction_25.0_inf * CM-SumCyclomatic_14.0_28.0,0.5968028,0.6354224,0.73361266,0.9931398,1.0874889,-0.9219259,-0.8710333,-0.76617444,-0.75062114,-0.75062114
1.0,MIM-NumEditEvent_-inf_1.0 * CM-CountDeclMethod_2.0_4.0,MIM-NumEditingDevelopers_-inf_1.0 * HM-AvgOfRemovedLines_3.0_7.0,MIM-NumEditEvent_-inf_1.0 * CM-CountLineComment_27.0_49.0,MIM-NumEditEvent_-inf_1.0 * CM-CountDeclMethodAll_11.0_27.0,MIM-NumEditEvent_-inf_1.0 * HM-NumOfAuthors_4.0_inf,CM-CountClassCoupled_1.0_3.0 * HM-NumOfAuthors_4.0_inf,MIM-NumEditEvent_-inf_1.0 * HM-Age_34.0_65.0,MIM-TimeSinceLastTask_6276.868794_10044.14389 * HM-SumOfAddedLines_283.0_inf,MIM-TimeSinceLastTask_6276.868794_10044.14389 * HM-SumOfRemovedLines_178.0_inf,MIM-NumSelectionEvent_-inf_4.0 * HM-Age_34.0_65.0,0.86346984,0.9207404,0.9383647,1.0512139,1.3065095,-0.6523398,-0.63600045,-0.6176899,-0.5676316,-0.5624179
1.0,CM-CountStmtExe_109.0_inf * CM-SumCyclomatic_14.0_28.0,CM-CountStmtExe_109.0_inf * CM-SumCyclomaticModified_14.0_28.0,CM-CountDeclFunction_7.0_13.0 * CM-CountStmt_202.0_inf,CM-CountDeclFunction_7.0_13.0 * CM-CountStmtExe_109.0_inf,MIM-NumEditingDevelopers_-inf_1.0 * MIM-NumSelectionEvent_19.0_54.0,CM-CountLineCodeDecl_91.0_inf * CM-CountLineCode_140.0_266.0,MIM-TimeSpentAfterEdit_72.001667_208.429696 * MIM-TimeSpentBeforeEdit_0.073889_0.315,CM-AvgEssential_1.0_inf * CM-AvgLineComment_0.0_inf,CM-AvgEssential_1.0_inf * CM-AvgEssential_1.0_inf,MIM-NumRareEdit_0.0_inf * CM-AvgEssential_1.0_inf,1.3441716,1.3441716,1.3739762,1.9389553,2.1598356,-0.68713695,-0.58808774,-0.52562517,-0.52562517,-0.52562517
1.0,MIM-NumEditEvent_-inf_1.0 * MIM-NumInterruptions_-inf_5.0,MIM-NumEditEvent_-inf_1.0 * CM-AvgLineCode_0.75_2.153846,MIM-NumEditEvent_-inf_1.0 * CM-CountSemicolon_43.0_80.0,MIM-NumEditEvent_-inf_1.0 * CM-AvgLine_0.833333_2.4,MIM-NumEditEvent_-inf_1.0 * CM-CountClassCoupled_3.0_5.0,MIM-TimeSinceLastTask_1008.498889_3143.826389 * CM-RatioCommentToCode_-inf_0.19,MIM-NumEditEvent_-inf_1.0 * HM-SumOfAddedLines_36.0_101.0,MIM-NumRepeatedBrws_6.571429_10.35 * HM-#ofBugFixing_-inf_4.0,HM-#ofBugFixing_-inf_4.0 * HM-SumOfRemovedLines_21.0_60.0,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,1.015183,1.1414396,1.1782001,1.2776289,1.3487219,-0.9466959,-0.90666556,-0.6602134,-0.60459584,-0.52562517
1.0,CM-AvgLine_0.166667_0.375 * HM-NumOfRefactorings_1.0_inf,MIM-NumParallelEdit_11.033898_15.306122 * HM-NumOfAuthors_4.0_inf,MIM-TimeSpent_-inf_39.396889 * MIM-NumParallelEdit_11.033898_15.306122,CM-MaxCyclomaticStrict_12.0_inf * HM-WeightedAge_24.299999_56.753769,MIM-NumParallelBrws_18.294118_25.75 * HM-NumOfAuthors_4.0_inf,MIM-AvgTimeIntervalBrwsEdit_0.253951_29.140611 * HM-#ofBugFixing_39.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,CM-AvgEssential_1.0_inf * CM-AvgEssential_1.0_inf,MIM-NumRareBrws_0.0_inf * CM-AvgEssential_1.0_inf,CM-AvgEssential_1.0_inf,0.6861307,0.71073675,0.7175782,0.8659201,1.0573478,-0.6428234,-0.52562517,-0.52562517,-0.52562517,-0.52562517
1.0,MIM-NumEditEvent_-inf_1.0 * HM-AvgOfAddedLines_3.0_6.0,MIM-NumEditEvent_-inf_1.0 * CM-AvgLineCode_0.75_2.153846,MIM-NumEditEvent_-inf_1.0 * CM-AvgLine_0.833333_2.4,MIM-NumEditEvent_-inf_1.0 * HM-SumOfAddedLines_101.0_283.0,MIM-NumEditEvent_-inf_1.0 * HM-NumOfAuthors_4.0_inf,MIM-NumEditEvent_-inf_1.0 * CM-CountDeclInstanceMethod_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * HM-Age_34.0_65.0,MIM-NumInterruptions_-inf_5.0 * CM-CountDeclInstanceMethod_-inf_1.0,MIM-NumSelectionEvent_-inf_4.0 * HM-Age_34.0_65.0,CM-CountDeclInstanceMethod_-inf_1.0 * HM-SumOfRemovedLines_178.0_inf,1.0741065,1.1414396,1.2776289,1.2836221,1.3065095,-0.74290645,-0.63600045,-0.6073431,-0.5624179,-0.55818677
1.0,MIM-NumEditEvent_-inf_1.0 * CM-CountClassCoupled_3.0_5.0,CM-PercentLackOfCohesion_3.444444_inf * CM-CountClassBase_-inf_1.0,CM-PercentLackOfCohesion_3.444444_inf * CM-MaxInheritanceTree_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * CM-MaxInheritanceTree_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * CM-CountClassBase_-inf_1.0,MIM-TimeSpentBeforeEdit_25.366389_102.162073 * CM-MaxInheritanceTree_-inf_1.0,MIM-TimeSpentBeforeEdit_25.366389_102.162073 * CM-CountClassBase_-inf_1.0,MIM-NumEditEvent_-inf_1.0 * HM-Age_34.0_65.0,MIM-NumSelectionEvent_-inf_4.0 * HM-Age_34.0_65.0,MIM-TimeSpentBeforeEdit_25.366389_102.162073 * CM-CountDeclInstanceMethod_8.0_inf,1.3487219,1.3998183,1.3998183,2.0987563,2.0987563,-0.84737253,-0.84737253,-0.63600045,-0.5624179,-0.5511367
