"MIM-HourPerBrowsing","MIM-NumEditEvent","MIM-NumRareBrws","MIM-TimeSpent","MIM-HourPerEditing","MIM-NumEditingDevelopers","MIM-NumRareEdit","MIM-TimeSpentAfterEdit","MIM-MaxTimeIntervalBrwsBrws","MIM-NumInterruptions","MIM-NumRepeatedEdit","MIM-TimeSpentBeforeEdit","MIM-MaxTimeIntervalBrwsEdit","MIM-NumParallelBrws","MIM-NumSelectionEvent","MIM-MaxTimeIntervalEditEdit","MIM-NumParallelEdit","MIM-TimeSinceLastTask","MIM-NumMultiTasks","MIM-RatioCodeUnderstandingEffort","MIM-NumRepeatedBrws","MIM-AvgTimeIntervalEditEdit","MIM-AvgTimeIntervalBrwsEdit","MIM-AvgTimeIntervalBrwsBrws","CM-AvgCyclomatic","CM-MaxCyclomaticStrict","CM-CountLine","CM-CountLineBlank","CM-RatioCommentToCode","CM-MaxCyclomaticModified","CM-AvgCyclomaticModified","CM-AvgEssential","CM-CountDeclFunction","CM-CountStmtExe","CM-CountStmt","CM-CountLineCodeDecl","CM-CountSemicolon","CM-CountLineCode","CM-AvgCyclomaticStrict","CM-CountLineCodeExe","CM-MaxCyclomatic","CM-CountLineComment","CM-CountDeclClass","CM-CountStmtDecl","CM-SumCyclomaticStrict","CM-SumCyclomatic","CM-SumCyclomaticModified","CM-SumEssential","CM-AvgLine","CM-AvgLineBlank","CM-AvgLineCode","CM-AvgLineComment","CM-PercentLackOfCohesion","CM-CountClassBase","CM-CountClassCoupled","CM-CountClassDerived","CM-CountDeclClassVariable","CM-CountDeclInstanceMethod","CM-CountDeclInstanceVariable","CM-CountDeclMethod","CM-CountDeclMethodAll","CM-CountDeclMethodDefault","CM-CountDeclMethodPrivate","CM-CountDeclMethodProtected","CM-CountDeclMethodPublic","CM-MaxInheritanceTree","HM-#ofBugFixing","HM-#OfRevision","HM-SumOfAddedLines","HM-SumOfRemovedLines","HM-MaxOfAddedLines","HM-MaxOfRemovedLines","HM-AvgOfAddedLines","HM-AvgOfRemovedLines","HM-NumOfRefactorings","HM-MaxCodeChurn","HM-SumOfCodeChurn","HM-AvgOfCodeChurn","HM-NumOfAuthors","HM-Age","HM-WeightedAge","Buggy"
0.467056,11,0,473.816316,0.006574,1,0,182.933914,5945.165278,10,4.315789,40.499125,4923.622222,16.263158,25,4923.696944,7.684211,485.936111,3.552632,0.714471,9.947368,2040.585648,1530.536667,1240.228278,1,4,462,50,0.56,4,1,1,30,128,218,88,170,268,1,135,4,149,3,90,50,49,49,34,0.444444,0,0.444444,0,0,2,8,0,0,2,0,2,9,0,0,1,1,1,27,133,146,21,42,10,1,0,0,42,125,0.93985,3,170,147.664383,0
59.775344,21,0,174.843657,54.187761,3,0,1054.848065,306.618333,8.5,5.138889,512.891156,306.612222,12.972222,36,306.640278,8.472222,6360.062222,10.166667,0.814443,8.694444,23.447974,18.120101,19.19041,3,17,1737,184,0.18,13,3,1,57,746,1049,311,871,1369,3,886,16,242,24,303,213,201,181,85,66,2,64,8,0,2,3,0,0,1,0,1,1,0,0,0,1,1,35,14,1046,221,935,180,74,15,1,755,825,58.928571,2,60,5.202677,0
2.567892,805,0.003247,321.544475,1.613942,5,0,215.544655,2285.823611,8.701299,6.094156,119.212226,2285.818056,15.941558,546,2039.820278,9.188312,6360.0525,8.314935,0.753806,11.12013,113.723268,74.421846,76.135495,2,13,682,98,0.13,11,2,1,32,181,384,226,287,521,3,202,11,69,1,203,103,91,91,49,0.254237,0.016949,0.220339,0.016949,1.610169,1,20,0,23,15,0,32,59,0,9,0,23,2,162,65,628,473,122,152,9,7,0,31,155,2.384615,4,34,72.627388,1
60.560225,26,0,52.890303,70.917037,1,0,0.212611,2160.689722,7.363636,3.272727,249.528667,2160.689444,19.727273,56,2163.329722,5.454545,5886.000278,5.636364,0.834224,5.909091,179.398204,112.12412,72.729167,2,12,402,49,0.13,12,2,1,38,126,233,97,162,315,2,145,12,42,7,107,81,77,77,50,0.625,0,0.625,0,0,2,3,0,0,1,0,1,8,0,0,0,1,1,18,19,109,33,25,6,5,1,0,23,76,4,3,17,75.486237,1
0.051852,2,0.5,0.099306,0.073194,1,0,0.025972,0.216389,0,0,0.000139,0.220556,1,3,0.226944,1,9000.540833,0,0.676605,0.5,0.113472,0.073796,0.073796,2,5,162,23,0.1,5,2,1,9,41,96,54,70,126,2,50,5,13,2,55,21,21,21,9,18,0,16,2,0,2,2,0,0,1,0,1,1,0,0,0,1,1,19,17,248,144,115,86,14,8,1,104,104,6.117647,3,70,63.036289,0
3.013075,89,0,295.648575,1.583586,3,0,257.726479,4061.8075,12.684211,6.421053,93.219967,4080.881944,15.394737,110,4080.965,9.868421,6523.358611,5.736842,0.818399,12.526316,452.358775,331.733185,236.961508,1,6,387,78,0.06,6,1,1,18,148,243,101,207,294,1,157,6,19,3,95,32,30,30,18,3,0,3,0,0,2,0,0,0,1,0,1,1,0,0,0,1,1,40,19,108,103,33,47,5,5,0,14,5,0.263158,4,106,77.287041,0
0.189444,418,0,254.372239,0.184352,1,0,179.811319,3380.915,4.705882,3.176471,2.383657,409.625278,117.823529,184,409.632778,5.352941,777.934167,3.705882,0.899177,6.882353,45.523735,31.516389,388.170931,1,2,662,45,2.22,2,1,1,43,47,123,84,75,193,1,62,2,428,5,76,47,47,47,43,0.2,0,0.2,0,0,2,3,0,0,3,0,3,10,0,0,0,3,1,28,16,558,64,208,31,34,4,0,177,494,30.875,2,136,58.9319,0
48.184477,218,0,253.817515,10.402361,2,0,140.419159,2250.736389,5.722222,3.518519,27.416185,4410.689444,42.87037,314,4522.008611,5.203704,777.721111,2.833333,0.871045,5.851852,721.811019,433.130819,255.939404,1,1,487,35,0.14,1,1,1,5,194,390,196,384,397,1,196,1,55,1,196,5,5,5,5,1.5,0.147059,1.205882,0.147059,0,1,193,0,0,1,0,5,34,0,0,0,5,2,272,160,1381,780,141,145,8,4,7,46,601,3.75625,5,3,107.330917,0
0.264306,14,0,388.588691,0.066574,1,0,59.550667,6189.434722,7.857143,4.428571,0.149722,0.160278,77.714286,37,0.162778,6.142857,777.721111,3.428571,0.892327,7.714286,0.05787,0.033444,1547.400486,1,2,134,23,0.42,2,1,1,20,10,45,39,21,78,1,15,2,33,3,35,21,21,21,20,0.026087,0,0.017391,0,0,1,5,0,0,15,0,16,115,0,0,0,16,6,4,2,9,0,9,0,4,0,0,9,9,4.5,1,71,35,0
0.2875,25,0,749.506979,0.002222,1,0,4.220972,6189.601944,11.25,7.5,0.125787,1971.430457,71.875,53,2195.293948,8.125,3325.495278,3.875,0.892729,11.5,72.030794,29.140611,2063.201296,1,1,123,19,0.72,1,1,1,17,13,44,31,26,61,1,13,1,44,1,31,17,17,17,17,0.125,0,0.083333,0,3.666667,2,8,0,0,17,3,17,24,0,0,0,17,1,7,4,17,3,14,1,4,0,0,13,14,3.5,2,71,31.647058,0
70.65785,0,0,0,40.635845,0,0,0.292778,2898.446613,71,19,144.250833,1971.430457,38,1,2195.293948,31,5448.519167,17,0.668451,27,72.030794,29.140611,134.724028,1,1,196,38,0.1,1,1,1,10,73,123,57,112,144,1,76,1,14,1,50,10,10,10,10,1.3,0.1,1.1,0,5.8,1,13,0,1,10,5,10,10,0,2,2,6,2,4,8,0,0,0,0,0,0,0,0,0,0,1,83,0,0
237.346083,7,0,197.620694,316.386722,1,0,5.944931,382.444444,10.25,5.25,347.188333,406.951944,9.25,15,789.396111,7.75,2176.728889,8.5,0.68945,8.25,158.088722,87.827068,79.044389,1,1,255,119,0.1,1,1,1,1,2,121,120,119,125,1,2,1,12,1,119,1,1,1,1,3,0,3,0,99,1,0,0,115,0,0,1,1,0,0,0,1,2,21,28,18,14,18,8,0,0,0,18,4,0.142857,2,31,27,1
104.908784,121,0.277778,231.485532,63.964453,2,0.111111,36.677944,1293.556944,11.222222,6.194444,539.091065,1391.125833,14.638889,267,1391.32,10.861111,1626.551111,8.277778,0.760138,11.027778,214.446814,137.565755,85.776297,1,1,233,94,0.73,1,1,1,7,11,27,106,20,125,1,11,1,91,1,16,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,27,116,93,88,75,4,3,0,13,23,0.851852,4,19,28.939655,1
0.110476,41,1.545455,50.51202,0.401389,1,0.272727,93.853673,3797.121111,13.181818,6.272727,396.359074,2306.477778,16.363636,136,2306.511667,10.818182,351.358889,7,0.862244,11.818182,1093.232963,546.63662,681.495476,2,20,298,43,0.06,11,2,1,27,116,176,61,112,241,2,116,11,14,1,60,75,63,63,34,0.296296,0,0.296296,0,3.333333,1,6,1,0,26,11,27,27,0,0,0,27,1,33,16,126,78,32,23,7,4,0,27,48,3,3,34,50.531746,1
168.053125,9,27.333333,223.88,134.377333,1,14,0.249074,574.992778,26,13,0.081481,574.990278,24.666667,20,575.510556,20,351.315278,5.333333,0.812406,18,134.133167,95.809405,83.832708,4,12,102,11,0.18,12,4,1,4,40,59,20,42,77,4,40,12,14,1,19,16,16,16,4,0.548387,0,0.516129,0,1.612903,1,5,0,0,3,1,4,31,0,0,0,4,2,3,6,0,0,0,0,0,0,0,0,0,0,1,31,0,0
0.407685,11,0,430.556713,40.635845,0,0,316.810222,7680.995556,15.5,7.5,3132.833,1971.430457,23,54,2195.293948,13.333333,496.8775,5.5,0.793122,13.166667,72.030794,29.140611,2623.746389,2,8,181,26,0.11,8,2,1,16,64,104,41,69,140,2,64,8,15,1,40,34,34,34,16,0.4375,0,0.4375,0,5.4375,1,6,0,0,15,6,16,16,0,0,0,16,1,47,19,72,56,18,9,3,2,0,11,16,0.842105,3,34,54.861111,1
8.890311,461,1.461538,178.170411,7.075167,3,0.769231,236.716689,2097.056944,9.480769,5.211538,21.856009,1919.319167,12.942308,280,1921.453611,9.211538,451.929444,7,0.798483,9.173077,175.942,105.565633,147.721959,8,31,400,36,0.12,31,8,3,12,192,257,79,156,336,8,209,31,42,1,65,102,100,100,46,0.6,0.022222,0.555556,0.022222,1.933333,1,12,0,0,12,6,12,45,0,1,0,11,2,68,32,437,178,100,80,13,5,0,76,259,8.09375,4,11,27.146454,1
0.437652,1094,0,254.01441,70.114974,5,0,311.341004,4800.1525,9.5,5.215909,36.775143,4965.169444,13.931818,390,5166.701389,9.613636,1237.913611,7.636364,0.760117,9.829545,513.678446,365.278827,373.580619,2,16,582,89,0.07,16,2,1,38,200,361,146,243,466,2,232,16,33,12,161,110,99,99,59,15,0,14,1,0,2,1,0,0,1,0,1,1,0,0,0,1,1,133,47,695,447,267,148,14,9,0,119,248,5.276596,4,103,84.551079,0
708.795291,203,1.196078,702.930545,817.932587,5,0.509804,100.385168,4128.280278,11.411765,7.019608,72.759861,4128.7775,16.960784,330,4130.955278,12.235294,67.765833,8.607843,0.735307,16.117647,136.664935,87.465558,91.110148,1,5,434,58,0.24,5,1,1,26,103,231,144,175,306,1,112,5,73,7,128,49,48,48,28,3,0,3,0,0,2,1,0,0,1,0,1,1,0,0,0,1,1,192,77,618,547,72,88,8,7,0,61,71,0.922078,3,6,71.521034,1
1393.205,1,0,988.042889,40.635845,0,0,10.201481,0.001111,18.2,7.4,421.215586,1971.430457,19.7,4,2195.293948,12,6494.953056,9.9,0.991271,12.5,72.030794,29.140611,0.000556,2,3,49,9,0.48,3,2,1,2,11,23,10,19,27,2,11,3,13,1,12,5,5,5,2,5.5,0.5,5,0,0,1,3,0,0,2,1,2,2,0,1,0,1,2,18,7,10,7,4,3,1,1,0,3,3,0.428571,2,79,50.200001,0
1.123718,17,0,39.475972,0.821319,2,0,32.326111,4515.170556,7.666667,5.833333,0.148778,4515.163611,169.333333,42,4515.179722,6.666667,3862.428056,1.166667,0.935021,10.666667,376.495139,282.371892,784.922051,1,7,242,25,0.2,6,1,1,14,93,151,50,126,182,1,109,6,37,8,58,26,25,25,14,0.375,0,0.375,0,0,2,2,0,0,1,0,1,8,0,0,0,1,1,13,5,9,1,6,1,1,0,0,6,8,1.6,1,21,20.111111,0
0.467671,8,0,100.594564,0.36787,2,0,36.789486,3189.620833,6.514286,2.885714,100.844979,3189.734444,34.371429,18,3189.737222,4.457143,3424.584722,2,0.820981,5.514286,1152.646944,691.569917,531.976816,3,6,94,9,0.33,6,3,1,4,25,50,24,35,64,3,26,6,21,1,25,15,15,15,7,1.181818,0,1.181818,0,0,1,14,0,0,0,0,4,11,0,0,0,4,1,15,16,193,240,40,62,12,15,1,39,-47,-2.9375,3,194,92.378235,0
0.055746,19,0,281.99338,0.008095,2,0,106.136796,2353.073056,7.555556,3.666667,91.556944,1722.163333,9.333333,50,1722.175278,6,5561.621389,1.5,0.868153,7.222222,988.087857,576.384583,440.754532,0,0,279,67,0.08,0,0,0,0,1,195,195,194,198,0,1,0,15,1,194,0,0,0,0,0,0,0,0,0,1,4,0,203,0,0,0,16,0,0,0,0,4,83,93,339,119,143,20,3,1,2,143,220,2.365591,7,21,136.879059,0
42.354116,11,0,116.846757,63.547738,2,0,39.724689,3189.928611,6.647059,2.941176,108.891056,3189.928889,35.382353,19,3189.930278,4.529412,3424.584722,2,0.858407,5.647059,520.492778,607.241944,516.905985,2,9,336,40,0.1,8,2,1,24,136,227,86,176,279,2,147,8,28,5,91,57,51,51,27,0.375,0,0.375,0,0,2,1,0,0,1,0,1,8,0,0,0,1,1,22,26,331,205,141,65,12,7,0,111,126,4.846154,6,29,86.217522,0
40.2215,15,0,45.261667,22.099472,3,0,75.50627,3866.727778,7.625,3.375,0.09127,3866.793611,125.75,26,3866.853889,3.375,3424.584722,0.75,0.876325,6.375,703.423056,468.948704,477.641222,2,18,353,46,0.11,17,2,1,18,138,232,89,193,281,2,155,17,31,6,94,62,58,58,32,2,0,2,0,0,2,14,0,0,1,0,1,8,0,0,0,1,1,17,31,284,153,114,64,9,4,0,88,131,4.225806,5,254,121.281693,0
7.758099,101,0,87.954739,0.025278,3,0,77.746774,1511.931944,4.941176,2.529412,58.970491,1512.353056,62.411765,101,1512.423611,3.235294,3424.584722,0.941176,0.857999,4.705882,409.825177,225.406458,299.264912,2,21,394,44,0.31,13,2,1,19,140,226,79,188,272,2,155,13,85,8,86,83,56,56,31,0.5,0,0.5,0,0,2,4,0,0,1,0,1,8,0,0,0,1,1,27,52,543,433,135,150,10,8,1,87,110,2.115385,6,76,72.510132,0
44.124524,77,0,67.268194,28.687622,2,0,18.031632,3189.793889,4.2,2.6,0.088681,3189.830833,100.2,85,3189.837222,3,4001.644444,1.2,0.809347,5,281.804462,322.062361,270.762355,1,5,283,33,0.14,5,1,1,20,103,181,73,142,223,2,116,5,31,6,78,40,38,38,20,0.5,0,0.5,0.25,0,2,6,0,0,1,0,1,8,0,0,0,1,1,25,23,545,500,105,93,23,21,1,37,45,1.956522,3,125,92.72477,0
22.576795,75,0.714286,15.071786,18.064444,2,0.428571,1.223472,2420.328056,3.142857,1.285714,845.8875,2420.396944,2.142857,76,2424.664167,1.285714,17.631667,4.428571,0.825273,2.142857,279.684444,193.627692,193.676709,1,4,147,21,0.41,4,1,1,13,37,65,24,39,98,2,49,4,40,2,28,27,23,23,19,1.5,0,1.5,0,25,2,0,0,1,2,1,2,2,0,0,2,0,1,29,20,140,32,42,17,7,1,0,42,108,5.4,2,35,13.25,0
121.874075,281,0.218391,326.397273,72.876864,5,0.149425,264.752279,7228.975,9.804598,6.310345,21.037233,5610.078333,15.206897,311,5610.091667,10.126437,17.675,9.862069,0.748042,10.954023,241.520869,182.613537,154.374708,3,13,663,83,0.14,11,3,2,31,226,416,195,303,529,3,236,11,74,3,190,114,107,107,73,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,168,88,678,484,58,38,7,5,1,57,194,2.204545,5,55,56.00885,0
45.242835,248,0.558442,306.729877,32.590598,1,0.220779,357.416033,4256.498889,12.233766,4.415584,70.471623,2736.342778,13.818182,564,2736.410278,8.116883,485.373333,3.935065,0.746483,9.636364,329.50359,182.280234,169.768578,2,12,402,49,0.13,12,2,1,38,126,233,97,162,315,2,145,12,42,7,107,81,77,77,50,0.625,0,0.625,0,0,2,3,0,0,1,0,1,8,0,0,0,1,1,18,19,109,33,25,6,5,1,0,23,76,4,3,17,75.486237,1
30.710338,30,0.636364,146.041843,0.587802,1,0.318182,71.372412,7556.539722,9.909091,4.136364,70.041886,7556.228889,17.545455,65,7556.2575,8.318182,2040.349167,4,0.777413,8.227273,554.369722,354.180857,431.214457,2,21,767,106,0.46,19,2,1,48,221,349,124,221,463,2,240,19,214,12,128,142,128,127,81,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,1,23,54,91,50,25,9,1,0,0,24,41,0.759259,2,13,89.75824,1
157.663041,64,0.875,117.667521,120.508686,1,0.325,495.812248,9156.301389,10.3,4.175,40.346608,8927.742222,14.4,119,9190.708333,7.9,486.268056,3.9,0.787548,8.25,398.826624,291.277249,548.460157,4,29,1416,142,0.29,25,4,2,65,473,824,348,575,1033,4,513,25,295,6,351,305,277,272,133,2.75,0.125,2.5,0.625,0,2,8,0,0,1,0,1,8,0,0,0,1,1,53,86,791,510,134,109,9,5,0,84,281,3.267442,5,66,54.978508,1
130.135588,16,0,109.306833,110.378389,1,0,0.365972,478.560833,12.6,4,426.888264,478.645278,37.2,20,478.9025,7.4,5886.000278,6.2,0.884816,7.8,34.912481,21.835255,30.85299,1,8,104,16,0.21,6,1,1,11,29,55,26,35,76,2,30,6,16,1,26,24,20,20,18,0.090909,0,0.090909,0,0.818182,1,9,0,0,6,1,11,66,0,4,1,6,5,16,17,115,39,43,13,6,2,0,36,76,4.470588,2,29,75.234779,1
170.556667,3,0,452.623681,0.148194,1,0,0.329722,9151.937222,17,9.25,0.302986,2.286667,59,10,0.092222,19,12699.86639,3,0.850708,15.75,0.046111,0.594722,1308.112183,2,4,107,11,0.96,4,2,1,7,22,38,15,23,49,2,22,4,47,1,16,16,15,15,9,0.285714,0,0.285714,0,2.714286,2,4,1,1,7,1,7,21,0,0,0,7,2,5,12,2,2,1,1,0,0,0,0,0,0,2,424,143.5,1
215.146667,1,0,215.146944,40.635845,0,0,14.772778,2898.446613,5,1,233.981667,1971.430457,2,2,2195.293948,1,288.029722,3,0.850729,1,72.030794,29.140611,134.724028,2,5,86,13,0.28,5,2,1,4,26,46,19,31,57,2,26,5,16,1,20,11,11,11,4,3,0.25,2.75,0,0,1,5,0,0,4,1,4,4,0,1,1,2,2,4,11,0,0,0,0,0,0,0,0,0,0,1,34,0,0
19.219056,83,0.26087,559.517283,9.57879,1,0.086957,17.796856,2287.339444,20.478261,10.217391,219.06197,2287.339167,28.565217,117,2287.343889,18.565217,955.018056,7.478261,0.746635,21.086957,272.479087,158.946134,152.6016,2,14,111,14,0.31,7,1,2,8,36,55,21,40,81,2,46,14,25,1,19,21,21,14,20,1.125,0,1.125,0.125,3.875,1,2,0,0,8,2,8,8,0,0,0,8,2,45,23,186,185,110,110,8,8,0,110,1,0.043478,3,111,96.854836,0
20.72946,39,0,382.195185,18.967306,1,0,59.740056,2938.73,7,2.333333,0.1445,2938.743611,89.333333,111,2938.767778,5,777.78,1.833333,0.941038,6.333333,150.003333,111.096656,79.72549,1,5,432,61,0.16,4,1,1,63,124,240,67,158,320,1,183,4,51,7,116,102,93,93,85,0.3,0,0.3,0,0,2,2,0,0,3,0,3,10,0,0,0,3,1,7,2,19,5,19,5,9,2,1,14,14,7,2,65,60,0
0.001389,16,0,0.325139,0.005,1,0,0.637778,2898.446613,0.5,0.5,0,0.01,0.5,12,0.010278,0.5,1122.329167,0,0.121951,0,0.005139,0.005,134.724028,2,16,441,60,0.13,16,2,1,29,158,279,109,214,339,2,176,16,45,7,121,79,73,69,43,0.5,0,0.5,0,0,2,6,0,0,1,0,1,8,0,0,0,1,1,25,9,127,107,56,50,14,11,0,13,20,2.222222,1,32,8.354331,0
0.245401,145,0.217391,128.828961,0.059869,4,0.065217,237.38573,3072.840556,7.108696,4.782609,963.972032,3072.837222,10.956522,162,3072.826111,7.456522,432.355833,7.826087,0.809904,8.5,492.456471,299.012302,266.861613,2,9,745,97,0.39,9,2,1,39,206,372,179,278,504,2,231,9,196,3,166,108,94,94,62,1.5,0,1.5,0,0,2,1,0,0,2,0,2,2,0,0,0,2,1,52,34,272,127,56,56,8,3,0,44,145,4.264706,3,52,30.125,1
34.049554,26,0,463.929931,28.549591,3,0,359.916736,74.286111,19.875,12.125,330.343559,74.264722,24.875,42,74.239722,17.75,11686.41139,9.5,0.741903,22.125,8.706009,5.335941,5.928254,4,41,805,102,0.21,32,4,1,28,282,483,196,362,646,4,336,32,134,3,201,132,116,116,40,1.5,0,1.5,0,0,2,3,0,0,2,0,2,2,0,0,0,2,1,128,44,708,462,228,134,16,10,1,94,246,5.590909,3,4,52.02401,0
1.747906,11,0,14.788889,0.323294,2,0,0.05,1.603889,18,33,0.015556,1.604167,20,22,1.8,10,17591.37667,8,0.73185,47,0.506429,0.322172,0.280321,4,41,805,102,0.21,32,4,1,28,282,483,196,362,646,4,336,32,134,3,201,132,116,116,40,1.5,0,1.5,0,0,2,3,0,0,2,0,2,2,0,0,0,2,1,128,44,708,462,228,134,16,10,1,94,246,5.590909,3,4,52.02401,0
457.73287,80,0,282.486619,25.045056,2,0,367.279505,6303.993056,12.93617,9.744681,49.240556,6304.340556,23.829787,54,6304.405556,15.957447,5137.090556,9.340426,0.746008,18.319149,2037.499833,1697.917269,1052.545,1,1,59,10,0.36,1,1,1,3,10,29,21,25,36,1,11,1,13,1,19,3,3,3,3,2.666667,0.333333,2.333333,0,0,1,10,0,0,3,0,3,3,0,0,2,1,2,76,28,112,122,19,31,4,4,0,6,-10,-0.357143,3,118,87.35714,0
17.281429,59,0.042857,205.674601,12.220714,5,0.014286,346.555677,3797.834444,10.507143,6.828571,314.450973,3797.833333,16.478571,196,4917.3225,11.307143,130.243611,7.935714,0.738706,12.307143,484.804454,330.861218,231.077729,1,2,187,34,0.12,2,1,1,19,44,105,66,81,137,1,48,2,16,1,61,22,22,22,19,0.263158,0,0.263158,0,4.473684,1,28,6,1,19,4,19,19,0,0,18,1,2,175,80,305,261,26,28,3,3,1,8,44,0.55,4,118,89.304916,1
105.112061,325,0,349.806004,24.630903,5,0,44.563107,7259.1175,15.863636,8.522727,153.945599,8122.808889,21.568182,131,8122.916111,13.613636,408.018611,8.636364,0.808804,16.136364,1446.645671,913.309649,913.309649,3,8,204,20,0.17,8,3,1,5,76,129,57,108,157,3,79,8,27,1,53,17,17,17,5,1.933333,0.066667,1.733333,0.066667,1.666667,1,6,0,0,5,4,5,15,0,0,2,3,3,111,50,300,225,64,47,6,4,1,47,75,1.5,3,34,58.849998,1
68.574836,16,0,401.32606,3.936843,3,0,149.857175,5089.627222,11.009662,7.47343,76.964704,5734.778333,20.502415,45,5734.7825,11.164251,6570.801389,8.821256,0.767793,12.884058,1014.78197,656.625016,507.392058,1,3,329,47,0.71,3,1,1,14,79,148,74,130,174,1,82,3,124,1,69,17,17,17,14,0.857143,0.071429,0.714286,0.071429,4.785714,1,14,0,3,14,1,14,14,0,0,2,12,2,104,49,352,211,96,43,7,4,0,96,141,2.877551,3,34,53.477272,0
82.305,4,0,341.152132,0.004167,1,0,227.318572,164.595833,9.596226,6.418868,153.703148,1971.430457,17.320755,17,2195.293948,9.735849,1746.417222,8.74717,0.804405,11.037736,72.030794,29.140611,82.297917,1,1,94,21,0.28,1,1,1,4,21,48,30,43,57,1,22,1,16,1,27,4,4,4,4,0.196429,0.035714,0.160714,0,0.589286,1,3,0,0,4,3,4,56,0,0,2,2,3,168,79,553,723,199,178,7,9,4,66,-170,-2.151899,3,34,136.332733,0
52.854602,269,0.305732,364.727075,43.450803,6,0.143312,153.74915,4339.3225,9.328025,6.480892,132.209679,4339.330833,16.681529,331,4339.350556,9.703822,114.478056,8.72293,0.73519,11.684713,192.480091,126.484796,111.370222,1,7,1300,146,0.14,7,1,1,42,609,882,284,799,1025,1,667,7,140,3,273,78,77,77,42,1,0,1,0,0,2,0,0,0,3,0,3,3,0,0,0,3,1,403,211,6379,4920,1012,939,30,23,8,428,1459,6.914692,4,33,83.681145,1
499.572574,7,0.82,405.053011,624.355463,2,0.38,6.002772,5843.228056,16.4,8.1,68.035873,5843.193889,18.94,21,7597.494722,12.06,583.286111,7.74,0.728867,17.98,2863.86412,1909.242747,1145.545667,2,4,52,7,0.53,4,2,1,2,7,24,17,17,30,2,7,4,16,1,17,5,5,5,2,4,0,4,0,25,1,8,0,1,2,0,2,2,0,0,0,2,2,91,38,128,158,24,46,3,4,2,20,-30,-0.789474,3,116,78.921875,0
17.053601,43,0,337.399074,17.376795,6,0,10.34483,8002.651111,22.384615,9.871795,70.526242,9635.403056,22.794872,93,9635.403611,14.512821,689.129444,5.179487,0.761727,17.897436,1296.190962,802.403929,601.810694,2,8,146,30,0.18,5,2,1,8,33,68,40,50,98,2,40,8,18,3,35,22,21,18,10,1.5,0,1.5,0,0,1,0,0,0,2,2,2,2,0,0,0,2,1,39,17,68,27,18,5,4,1,0,18,41,2.411765,2,34,67.735291,0
20.073868,8,0,306.604915,18.574762,3,0,361.118967,5393.149167,12.588235,7.150327,319.899122,5393.147778,21.993464,17,5393.150556,10.856209,6357.295833,8.921569,0.776858,12.294118,1606.53996,1022.343611,865.060705,1,1,167,27,0.37,1,1,1,8,44,85,49,76,102,1,44,1,38,1,41,8,8,8,8,0.6,0.05,0.5,0,0,1,11,0,0,8,0,8,20,0,0,2,6,4,50,24,111,102,24,25,4,4,0,7,9,0.375,3,34,95.972977,0
189.646308,79,0,422.331733,93.224259,3,0,546.61231,4509.456389,16.342105,7.578947,17.274635,4509.185,18.605263,64,4509.186111,12.421053,4771.029167,11.157895,0.746217,13.157895,365.021667,210.590791,176.624543,1,1,206,32,0.09,1,1,1,7,107,147,44,139,159,1,107,1,15,1,40,7,7,7,7,3.142857,0.285714,2.714286,0,0,1,16,0,0,7,0,7,7,0,0,2,5,2,49,17,186,34,87,13,10,2,0,87,152,8.941176,2,95,58.661289,0
111.665498,75,0,386.051075,59.820982,6,0,208.054277,3554.632222,10.09465,6.654321,69.581228,3285.880278,18.098765,120,3285.890556,10.102881,6360.06,8.510288,0.727842,12.209877,173.215996,104.150143,108.813653,2,13,200,35,0.23,11,2,1,10,55,108,49,76,135,3,58,11,31,2,53,31,28,28,10,3,0,3,0,0,2,0,0,0,1,0,1,1,0,0,0,1,1,97,44,402,329,127,127,9,7,1,127,73,1.659091,3,110,90.181595,0
54.942949,99,0.018868,196.345084,0.02162,2,0,844.597276,5818.063889,7.622642,4.943396,389.55519,5818.064722,11.641509,120,6199.819722,8.075472,2650.472222,8.301887,0.766115,8.830189,1033.398472,620.039222,570.839915,2,10,434,77,0.14,7,2,1,34,125,245,102,143,325,2,143,7,44,5,120,83,79,79,37,3,0,3,0,0,2,1,0,0,1,0,1,1,0,0,0,1,1,47,27,80,80,13,26,2,2,0,12,0,0,3,34,48.262501,1
83.308515,528,7,177.18048,78.078717,1,3.636364,11.889394,3094.667222,24.090909,11.090909,13.800934,3094.666944,23.090909,168,3094.433611,18.636364,66.350556,9.636364,0.67198,17.909091,267.398783,224.588511,215.95625,6,34,484,46,0.05,21,6,1,7,279,385,107,337,420,10,286,21,20,1,106,71,42,42,7,2.346154,0.192308,2.115385,0.038462,0,1,31,0,0,7,0,7,26,0,1,2,4,3,22,16,362,17,215,12,22,1,0,215,345,21.5625,2,34,23.806629,1
